date,city,tourist_footfall,year,month,day,day_of_week,is_weekend,season,temp_avg,temp_min,temp_max,humidity,pressure,weather_condition,wind_speed,is_festival,festival_name,footfall_lag_1,footfall_lag_7,footfall_lag_30,footfall_rolling_7,footfall_rolling_30
2018-01-11,Jaipur,7976,2018,1,11,3,0,Winter,20.5666511589668,12.80036546385436,24.530799790352926,50.98619303162687,1007.050862041,Clear,5.975686762299819,1,Jaipur Literature Festival,8005.0,4150.0,,5503.714285714285,5123.363636363636
2018-01-12,Jaipur,8545,2018,1,12,4,0,Winter,18.30550419151553,11.858018937081743,26.10792354892089,55.801047458755576,1008.1727986742064,Clear,3.4469094262418905,1,Jaipur Literature Festival,7976.0,4441.0,,6090.0,5408.5
2018-01-13,Jaipur,8731,2018,1,13,5,1,Winter,16.730901988507608,8.691584858601624,22.976664349413287,52.87896927859384,1002.1579423924268,Clouds,6.793883873303283,1,Jaipur Literature Festival,8545.0,4964.0,,6628.142857142857,5664.076923076923
2018-01-14,Jaipur,9092,2018,1,14,6,1,Winter,11.270343848561431,13.036975508856806,22.858701793516506,52.17447916885523,1003.879318178978,Clear,6.161464670181696,1,Jaipur Literature Festival,8731.0,5101.0,,7198.285714285715,5908.928571428572
2018-01-15,Jaipur,8463,2018,1,15,0,0,Winter,16.555854380678152,10.153185517337375,29.971649741116373,63.23942370066168,1007.3525166902258,Clouds,6.051321387315725,1,Jaipur Literature Festival,9092.0,3994.0,,7836.714285714285,6079.2
2018-01-16,Jaipur,8794,2018,1,16,1,0,Winter,16.903639219815144,9.927177230729692,24.175938007706428,44.997862941704994,1002.436486593842,Clouds,1.258481333553855,0,,8463.0,4045.0,,8515.142857142857,6248.875
2018-01-17,Jaipur,8334,2018,1,17,2,0,Winter,18.822000567102343,8.18180119088448,26.734344918667453,52.123027062374256,1007.2394597841492,Clear,4.784893363014368,0,,8794.0,8005.0,,8562.142857142857,6371.529411764706
2018-01-18,Jaipur,7209,2018,1,18,3,0,Winter,17.574678046399967,10.194253209634024,24.78579479750963,58.595745468413895,1017.22161380537,Clouds,6.078161343395825,0,,8334.0,7976.0,,8452.57142857143,6418.055555555556
2018-01-19,Jaipur,9263,2018,1,19,4,0,Winter,14.69909317385411,9.939473960533595,25.684581319335887,45.82669844617422,1027.9953679186133,Clear,7.416133828453296,0,,7209.0,8545.0,,8555.142857142857,6567.789473684211
2018-01-20,Jaipur,8600,2018,1,20,5,1,Winter,22.508902557478983,12.04824642600571,27.232395478083028,60.071853927012505,1006.3544298581857,Clear,8.16743425313899,0,,9263.0,8731.0,,8536.42857142857,6669.4
2018-01-21,Jaipur,5701,2018,1,21,6,1,Winter,17.368078306913688,9.238103197549831,24.482117199400328,63.54656104490002,1008.3428563091836,Clear,5.278731710484712,0,,8600.0,9092.0,,8052.0,6623.285714285715
2018-01-22,Jaipur,3632,2018,1,22,0,0,Winter,21.641028054866585,10.65145433354476,24.696209630344576,50.71480596812768,1003.4647944723732,Clear,0.8289672636569856,0,,5701.0,8463.0,,7361.857142857143,6487.318181818182
2018-01-23,Jaipur,4523,2018,1,23,1,0,Winter,14.58591641995566,12.66013098108473,24.781491729657343,53.64984153054198,1006.1444029520512,Clouds,3.194484275560581,0,,3632.0,8794.0,,6751.714285714285,6401.913043478261
2018-01-24,Jaipur,4120,2018,1,24,2,0,Winter,17.407864597252736,8.719487028130292,21.933063831133783,50.69789542065951,1009.1160368850292,Clear,8.19681476121762,0,,4523.0,8334.0,,6149.714285714285,6306.833333333333
2018-01-25,Jaipur,5238,2018,1,25,3,0,Winter,12.480531765966123,14.289894331515033,25.98773731858109,53.23990682670261,1002.8335403904862,Clear,2.097315855066362,0,,4120.0,7209.0,,5868.142857142857,6264.08
2018-01-26,Jaipur,5035,2018,1,26,4,0,Winter,13.76773902513466,13.326822000811896,23.03947596247232,51.59666108765636,1011.2335565648668,Clear,1.5929675334394626,0,,5238.0,9263.0,,5264.142857142857,6216.807692307692
2018-01-27,Jaipur,5722,2018,1,27,5,1,Winter,14.121367781316778,12.576247301714448,27.11602487505191,55.66454903720382,1014.8788753360396,Clear,5.239937997788949,0,,5035.0,8600.0,,4853.0,6198.481481481482
2018-01-28,Jaipur,6100,2018,1,28,6,1,Winter,19.992035042085515,10.220834483450629,25.30589730364313,54.69854899417111,1014.2786720161914,Clouds,6.609887120873079,0,,5722.0,5701.0,,4910.0,6194.964285714285
2018-01-29,Jaipur,4859,2018,1,29,0,0,Winter,19.82455557895127,14.073066844716672,22.68986552496745,52.02164900800143,1003.7419754912008,Clear,6.371928173975181,0,,6100.0,3632.0,,5085.285714285715,6148.896551724138
2018-01-30,Jaipur,3980,2018,1,30,1,0,Winter,19.091791290367503,10.36641097385636,24.64779621921829,51.476005183494834,1016.063605778686,Clear,8.138039747761864,0,,4859.0,4523.0,,5007.714285714285,6076.6
2018-01-31,Jaipur,4382,2018,1,31,2,0,Winter,14.714599611814036,14.08591896778934,22.669355386569944,58.02634139780719,1011.63841758333,Clear,3.4577937598634643,0,,3980.0,4120.0,4895.0,5045.142857142857,6059.5
2018-02-01,Jaipur,4008,2018,2,1,3,0,Winter,18.8646779817646,16.112078596499487,29.85722879116529,39.890058460367975,1014.3284428789764,Clear,3.981050381249102,0,,4382.0,5238.0,4041.0,4869.428571428572,6058.4
2018-02-02,Jaipur,4509,2018,2,2,4,0,Winter,22.423871556204997,16.489584640827328,25.34778755774941,42.14565908060525,1005.9122504590272,Clouds,6.955951595307462,0,,4008.0,5035.0,4745.0,4794.285714285715,6050.533333333334
2018-02-03,Jaipur,6146,2018,2,3,5,1,Winter,23.31015305872833,14.165256111883746,30.30385015010459,22.832098273578225,1007.1367116649316,Clear,1.6627396675410857,0,,4509.0,5722.0,4150.0,4854.857142857143,6117.066666666667
2018-02-04,Jaipur,5106,2018,2,4,6,1,Winter,18.8422034082507,17.362361544544978,31.6057257993756,38.38351826402658,1010.909083236358,Clear,7.470878280763837,0,,6146.0,6100.0,4441.0,4712.857142857143,6139.233333333334
2018-02-05,Jaipur,4567,2018,2,5,0,0,Winter,19.684711883694884,12.098014424674416,25.823516629236053,42.30963755149411,1011.0347192600092,Clear,5.928123963997392,0,,5106.0,4859.0,4964.0,4671.142857142857,6126.0
2018-02-06,Jaipur,4267,2018,2,6,1,0,Winter,13.380535975121166,13.189427462020358,30.912253523757173,45.05047410900679,1011.8439902616908,Clear,3.5428370530807314,0,,4567.0,3980.0,5101.0,4712.142857142857,6098.2
2018-02-07,Jaipur,4352,2018,2,7,2,0,Winter,22.134215169274583,13.569236270493244,30.521588778251008,26.066547544954098,1010.0665161067302,Rain,4.585258816012758,0,,4267.0,4382.0,3994.0,4707.857142857143,6110.133333333333
2018-02-08,Jaipur,4755,2018,2,8,3,0,Winter,19.3858311728559,17.497747288545185,28.674804836522977,38.23827117553837,1007.7958412550588,Clear,5.410461045029055,0,,4352.0,4008.0,4045.0,4814.571428571428,6133.8
2018-02-09,Jaipur,4191,2018,2,9,4,0,Winter,22.26910791096772,17.267794687246113,28.152537525679094,40.60996221695857,1008.848000806396,Clear,3.0674101091611297,0,,4755.0,4509.0,8005.0,4769.142857142857,6006.666666666667
2018-02-10,Jaipur,6115,2018,2,10,5,1,Winter,19.83361311481535,16.86920003894251,26.21353774414429,33.73254159699182,1007.5109562019796,Clouds,3.9725666022170847,0,,4191.0,6146.0,7976.0,4764.714285714285,5944.633333333333
2018-02-11,Jaipur,4756,2018,2,11,6,1,Winter,25.4012488649353,17.558142821943466,32.63926394117241,40.32366864118872,1006.2404507624328,Clouds,6.222883796295471,0,,6115.0,5106.0,8545.0,4714.714285714285,5818.333333333333
2018-02-12,Jaipur,4454,2018,2,12,0,0,Winter,21.98498911913261,14.920267269367496,26.49316230586866,37.0015921224549,1019.821884921192,Clear,6.2564451367668905,0,,4756.0,4567.0,8731.0,4698.571428571428,5675.766666666666
2018-02-13,Jaipur,5067,2018,2,13,1,0,Winter,18.064518699052854,14.830839395471234,23.894734045021444,42.35399985536867,1015.2077358843036,Clouds,4.249319290532675,0,,4454.0,4267.0,9092.0,4812.857142857143,5541.6
2018-02-14,Jaipur,4723,2018,2,14,2,0,Winter,19.48249041479917,12.178979997073847,27.227839739800025,35.70522128196264,1012.5556926189292,Clear,5.292366971150734,0,,5067.0,4352.0,8463.0,4865.857142857143,5416.933333333333
2018-02-15,Jaipur,3902,2018,2,15,3,0,Winter,12.443893326842574,14.952785789778629,28.243031650858907,31.03811787476081,1012.1296018520236,Clouds,2.186437904860473,0,,4723.0,4755.0,8794.0,4744.0,5253.866666666667
2018-02-16,Jaipur,3985,2018,2,16,4,0,Winter,22.81546822931306,15.026373647205974,27.442913079253422,46.24166980879711,1011.8197309708144,Clear,4.071891601755713,0,,3902.0,4191.0,8334.0,4714.571428571428,5108.9
2018-02-17,Jaipur,5213,2018,2,17,5,1,Winter,20.02940697642777,15.58093463041269,27.15849704956471,37.78002328925312,1003.089440850232,Clear,6.7180707371695485,0,,3985.0,6115.0,7209.0,4585.714285714285,5042.366666666667
2018-02-18,Jaipur,5442,2018,2,18,6,1,Winter,20.890583233550323,14.363987995104182,26.461227737324872,42.57843745638354,1012.2424157443946,Clear,4.566822286353715,0,,5213.0,4756.0,9263.0,4683.714285714285,4915.0
2018-02-19,Jaipur,4373,2018,2,19,0,0,Winter,19.03336936838073,15.46015604200911,30.152671493306684,48.59755510900945,1005.9839020004208,Clear,5.058992211110405,0,,5442.0,4454.0,8600.0,4672.142857142857,4774.1
2018-02-20,Jaipur,4870,2018,2,20,1,0,Winter,21.76356560225081,16.055571057409722,30.77216514032103,45.25319233649693,1012.5608526899666,Clear,5.865683593042355,0,,4373.0,5067.0,5701.0,4644.0,4746.4
2018-02-21,Jaipur,4706,2018,2,21,2,0,Winter,23.10216546747558,15.65140265514234,26.28946079093757,35.49004922306358,1003.1706102193126,Clouds,4.01523842020139,0,,4870.0,4723.0,3632.0,4641.571428571428,4782.2
2018-02-22,Jaipur,4167,2018,2,22,3,0,Winter,19.25040590377665,16.098857329161934,27.874465486554403,38.83725504006452,1022.8570881982256,Clear,3.95238148389202,0,,4706.0,3902.0,4523.0,4679.428571428572,4770.333333333333
2018-02-23,Jaipur,4008,2018,2,23,4,0,Winter,21.41196399348066,14.048539855918715,30.050629431116803,47.273017025555504,1014.0048001496474,Clear,2.1101710723110774,0,,4167.0,3985.0,4120.0,4682.714285714285,4766.6
2018-02-24,Jaipur,5988,2018,2,24,5,1,Winter,17.606366832945973,13.930693407748006,28.253263483338376,32.383189671064244,1011.2049690927124,Clouds,3.252574200146076,0,,4008.0,5213.0,5238.0,4793.428571428572,4791.6
2018-02-25,Jaipur,5231,2018,2,25,6,1,Winter,15.300336483147522,16.608681254598586,28.22964385111787,45.35192511861654,1000.0555808004676,Clear,5.570174110508374,0,,5988.0,5442.0,5035.0,4763.285714285715,4798.133333333333
2018-02-26,Jaipur,5181,2018,2,26,0,0,Winter,15.077473205817792,13.900971423508908,28.301462533038464,47.50620964944504,1010.1095949477016,Clear,6.876745134796355,0,,5231.0,4373.0,5722.0,4878.714285714285,4780.1
2018-02-27,Jaipur,4373,2018,2,27,1,0,Winter,28.025446074158907,15.593320693760228,26.460914592537748,37.14036038060888,1010.4959781658868,Rain,4.962183903830576,0,,5181.0,4870.0,6100.0,4807.714285714285,4722.533333333334
2018-02-28,Jaipur,4848,2018,2,28,2,0,Winter,15.863098801722646,13.679394816765225,28.83696108813541,39.27125651537781,1008.1687058941802,Clouds,4.267250533628459,0,,4373.0,4706.0,4859.0,4828.0,4722.166666666667
2018-03-01,Jaipur,4605,2018,3,1,3,0,Winter,22.46144714862377,19.839087943533617,32.84392142901393,22.14656977531973,1002.3994762181104,Clear,5.818110025141932,0,,4848.0,4167.0,3980.0,4890.571428571428,4743.0
2018-03-02,Jaipur,5136,2018,3,2,4,0,Winter,26.093906234526493,20.51630809871739,31.544133331473844,23.03814032606832,1008.9049472109632,Clear,4.128880580990974,0,,4605.0,4008.0,4382.0,5051.714285714285,4768.133333333333
2018-03-03,Jaipur,4879,2018,3,3,5,1,Winter,26.16071589339221,20.84007927948024,32.08864871419904,23.998766032824623,1009.9445141677036,Clouds,6.671121820359304,0,,5136.0,5988.0,4008.0,4893.285714285715,4797.166666666667
2018-03-04,Jaipur,5537,2018,3,4,6,1,Winter,25.101449531995847,20.38120179459945,30.444241328147715,23.98701856881011,1007.6683060105324,Clear,5.479915839151957,0,,4879.0,5231.0,4509.0,4937.0,4831.433333333333
2018-03-05,Jaipur,4598,2018,3,5,0,0,Winter,28.05205446273018,20.48179974105312,33.833817269322786,27.595499257826237,1010.5416298409676,Clouds,2.052200292895152,0,,5537.0,5181.0,6146.0,4853.714285714285,4779.833333333333
2018-03-06,Jaipur,4514,2018,3,6,1,0,Winter,21.042306534920684,21.322593286874312,35.41655301554859,22.869123371836796,998.7657190523768,Clouds,2.76852596490732,0,,4598.0,4373.0,5106.0,4873.857142857143,4760.1
2018-03-07,Jaipur,4614,2018,3,7,2,0,Winter,27.74495052484431,22.001973225131948,31.947581982599484,28.08045297489057,1017.538289190772,Clear,2.040185136092756,0,,4514.0,4848.0,4567.0,4840.428571428572,4761.666666666667
2018-03-08,Jaipur,3973,2018,3,8,3,0,Winter,25.909650857543955,19.63554615438575,34.1134814323039,26.81970121554693,1019.3778833899584,Clear,3.736909389495171,0,,4614.0,4605.0,4267.0,4750.142857142857,4751.866666666667
2018-03-09,Jaipur,4725,2018,3,9,4,0,Winter,26.65164511645168,16.89224275532488,30.7403672569717,24.233666552151863,1002.8259146442368,Clear,1.9620716354058088,0,,3973.0,5136.0,4352.0,4691.428571428572,4764.3
2018-03-10,Jaipur,10619,2018,3,10,5,1,Winter,25.95490738695459,16.958361882039192,34.27489379824441,22.937652867259025,1012.0758669850164,Clouds,3.472559482937294,1,Gangaur Festival,4725.0,4879.0,4755.0,5511.428571428572,4959.766666666666
2018-03-11,Jaipur,10951,2018,3,11,6,1,Winter,25.08083423249484,22.65729923470981,37.19379520217132,19.31652298877104,1019.86856834683,Clouds,7.758020035656177,1,Gangaur Festival,10619.0,5537.0,4191.0,6284.857142857143,5185.1
2018-03-12,Jaipur,8471,2018,3,12,0,0,Winter,26.360032373115924,23.72643441184937,29.87975320686777,21.905460469569185,1027.4860896418688,Rain,5.490719576331807,1,Gangaur Festival,10951.0,4598.0,6115.0,6838.142857142857,5263.633333333333
2018-03-13,Jaipur,8973,2018,3,13,1,0,Winter,28.20421268375199,16.840137257030687,33.49910201971793,19.39024876816656,1003.806903500164,Clear,4.488340073457824,0,,8471.0,4514.0,4756.0,7475.142857142857,5404.2
2018-03-14,Jaipur,9203,2018,3,14,2,0,Winter,28.522847143533596,17.9055055801551,31.67778415892637,25.96843181095285,1006.5756560162234,Clear,5.45486482048436,0,,8973.0,4614.0,4454.0,8130.714285714285,5562.5
2018-03-15,Jaipur,8535,2018,3,15,3,0,Winter,26.688032658543904,20.39297161956875,34.40246654845526,29.59070882051561,1017.2728291161347,Clear,6.978309772268138,0,,9203.0,3973.0,5067.0,8782.42857142857,5678.1
2018-03-16,Jaipur,7207,2018,3,16,4,0,Winter,20.73157624455193,21.300142643650823,32.25794501005086,25.812162627132203,1011.6664112405372,Clear,5.067803173790366,0,,8535.0,4725.0,4723.0,9137.0,5760.9
2018-03-17,Jaipur,8813,2018,3,17,5,1,Winter,16.98373914480206,21.422282655478,32.3136025572746,15.480224895335535,1010.3625281084378,Clear,5.686735831568472,0,,7207.0,10619.0,3902.0,8879.0,5924.6
2018-03-18,Jaipur,5001,2018,3,18,6,1,Winter,27.142821871184637,18.46436257718543,36.69893604706556,28.38587104687541,1005.005858382234,Clear,5.966376095066772,0,,8813.0,10951.0,3985.0,8029.0,5958.466666666666
2018-03-19,Jaipur,4658,2018,3,19,0,0,Winter,23.67258457018149,17.482260784132666,29.783873511909345,25.30124869109744,1005.1257373804902,Clear,4.96813798005818,0,,5001.0,8471.0,5213.0,7484.285714285715,5939.966666666666
2018-03-20,Jaipur,5020,2018,3,20,1,0,Winter,26.989540756310785,20.071624813582662,36.31920375575543,23.65249021935385,1004.9382558588568,Clouds,1.2450725112410823,0,,4658.0,8973.0,5442.0,6919.571428571428,5925.9
2018-03-21,Jaipur,5220,2018,3,21,2,0,Winter,32.04818590535756,22.44445432940589,32.52999542905719,25.546016760633638,1016.1957065971834,Clear,7.625731968724573,0,,5020.0,9203.0,4373.0,6350.571428571428,5954.133333333333
2018-03-22,Jaipur,4661,2018,3,22,3,0,Winter,27.6837298691944,20.51536873621804,33.08511059780312,22.217628459972406,1020.2244816290004,Clouds,4.9970114743734655,0,,5220.0,8535.0,4870.0,5797.142857142857,5947.166666666667
2018-03-23,Jaipur,4928,2018,3,23,4,0,Winter,25.94011593563198,25.03536117903497,37.04595907261406,25.284927701474952,1012.3458310279016,Clear,3.814365076202893,0,,4661.0,7207.0,4706.0,5471.571428571428,5954.566666666667
2018-03-24,Jaipur,5199,2018,3,24,5,1,Winter,24.63797146461898,20.38192856720668,32.972095307975934,22.10045089809805,1007.9942840192851,Clear,6.8088902665966655,0,,4928.0,8813.0,4167.0,4955.285714285715,5988.966666666666
2018-03-25,Jaipur,5119,2018,3,25,6,1,Winter,18.7452806419735,19.74049028572835,37.152314404433504,17.901443912654123,1015.5850112040878,Clear,6.368907777601246,0,,5199.0,5001.0,4008.0,4972.142857142857,6026.0
2018-03-26,Jaipur,4174,2018,3,26,0,0,Winter,20.45927216117453,19.535767566203845,33.76258037350927,32.40198093961231,1003.9045851345908,Clear,4.904689875710751,0,,5119.0,4658.0,5988.0,4903.0,5965.533333333334
2018-03-27,Jaipur,4733,2018,3,27,1,0,Winter,27.398842426432655,18.40639019097335,27.968253348750096,17.371211744015294,1003.673714733245,Clouds,6.096638302428893,0,,4174.0,5020.0,5231.0,4862.0,5948.933333333333
2018-03-28,Jaipur,3835,2018,3,28,2,0,Winter,24.66989462137652,22.234080812542576,34.87494461553422,23.65540021202122,1008.957072233682,Clear,5.81872032121358,0,,4733.0,5220.0,5181.0,4664.142857142857,5904.066666666667
2018-03-29,Jaipur,4327,2018,3,29,3,0,Winter,25.007941129693723,20.765913423645515,34.433972456844025,19.10654040181472,1010.3197288929648,Clear,3.755683410596403,0,,3835.0,4661.0,4373.0,4616.428571428572,5902.533333333334
2018-03-30,Jaipur,4935,2018,3,30,4,0,Winter,24.977734583851312,19.721065823536037,31.85447589429303,18.647322739733006,1007.4849870197592,Clear,6.075309785696385,0,,4327.0,4928.0,4848.0,4617.428571428572,5905.433333333333
2018-03-31,Jaipur,5308,2018,3,31,5,1,Winter,25.842493218047533,21.30585029458908,30.706508070203014,17.48340123981878,1005.300531291115,Clouds,1.3829067516877944,0,,4935.0,5199.0,4605.0,4633.0,5928.866666666667
2018-04-01,Jaipur,2110,2018,4,1,6,1,Summer,34.2816149545385,26.09338517372351,39.95105001037553,3.452107770332489,1011.6219094988842,Clear,6.1993859216960825,0,,5308.0,5119.0,5136.0,4203.142857142857,5828.0
2018-04-02,Jaipur,1322,2018,4,2,0,0,Summer,23.88226721979624,24.911179956281245,35.7842902367202,16.358727781419752,1017.0566843156868,Clear,5.137078346069211,0,,2110.0,4174.0,4879.0,3795.714285714286,5709.433333333333
2018-04-03,Jaipur,1421,2018,4,3,1,0,Summer,31.599945210088283,25.75226607238093,36.12533482327463,13.24392512417631,1016.6756972247538,Rain,5.731134329322506,0,,1322.0,4733.0,5537.0,3322.5714285714284,5572.233333333334
2018-04-04,Jaipur,1559,2018,4,4,2,0,Summer,29.450781743423484,24.306642541618423,39.483888391301896,14.273171509916637,1017.8839442202366,Clear,4.397383146269379,0,,1421.0,3835.0,4598.0,2997.4285714285716,5470.933333333333
2018-04-05,Jaipur,1543,2018,4,5,3,0,Summer,32.982017480307,24.32157796636997,36.843391169122825,4.603765779489249,1011.7999548234836,Clear,4.7799699085726655,0,,1559.0,4327.0,4514.0,2599.714285714286,5371.9
2018-04-06,Jaipur,1780,2018,4,6,4,0,Summer,29.83028334196185,27.329023585820828,36.61745764406541,8.25606230974272,1002.1865197294022,Clear,4.111816974928901,0,,1543.0,4935.0,4614.0,2149.0,5277.433333333333
2018-04-07,Jaipur,1963,2018,4,7,5,1,Summer,28.2684829057105,30.54998741798517,35.30825435377265,12.75782058471133,1010.5248208509904,Clear,4.73900418075975,0,,1780.0,5308.0,3973.0,1671.142857142857,5210.433333333333
2018-04-08,Jaipur,1859,2018,4,8,6,1,Summer,32.70592946060857,23.67257797571831,36.550745894909255,7.64954243505107,1014.2231182603635,Clear,5.212466429737451,0,,1963.0,2110.0,4725.0,1635.2857142857142,5114.9
2018-04-09,Jaipur,1536,2018,4,9,0,0,Summer,29.59122743136912,30.23027253876606,40.00002627661484,19.94323302874682,1013.3500567093324,Clear,4.326504641161052,0,,1859.0,1322.0,10619.0,1665.857142857143,4812.133333333333
2018-04-10,Jaipur,1682,2018,4,10,1,0,Summer,30.92733733648217,28.99759993124921,35.84073320650874,20.49615992551731,1007.9804639102922,Clear,7.7484877909229395,0,,1536.0,1421.0,10951.0,1703.142857142857,4503.166666666667
2018-04-11,Jaipur,1681,2018,4,11,2,0,Summer,35.56573339795434,25.166431892489264,38.69659824452701,8.571975638316296,1017.2462082330912,Clear,6.511019166787181,0,,1682.0,1559.0,8471.0,1720.5714285714287,4276.833333333333
2018-04-12,Jaipur,1835,2018,4,12,3,0,Summer,26.024207351340088,22.741883765658613,42.7000614410041,20.47034709871779,1007.093650878038,Clear,5.333531203323092,0,,1681.0,1543.0,8973.0,1762.2857142857142,4038.9
2018-04-13,Jaipur,1383,2018,4,13,4,0,Summer,28.477841626412324,21.541550782282965,38.74148795937286,15.416790533950314,1014.4459243909156,Clear,6.614752701098518,0,,1835.0,1780.0,9203.0,1705.5714285714287,3778.233333333333
2018-04-14,Jaipur,2008,2018,4,14,5,1,Summer,33.666464365306325,27.941400809217797,36.5707821819491,18.12816629824513,1008.0886227348882,Clear,6.068958815572225,0,,1383.0,1963.0,8535.0,1712.0,3560.6666666666665
2018-04-15,Jaipur,1809,2018,4,15,6,1,Summer,29.564180397148093,25.57825896216276,41.692225839406746,10.131928711772424,1011.935571379872,Clear,3.473320046043013,0,,2008.0,1859.0,7207.0,1704.857142857143,3380.733333333333
2018-04-16,Jaipur,1147,2018,4,16,0,0,Summer,25.817289559989504,27.676136947566217,41.816194010562896,2.8034434349230946,1014.0448925735498,Clear,5.587306832192374,0,,1809.0,1536.0,8813.0,1649.2857142857142,3125.2
2018-04-17,Jaipur,1577,2018,4,17,1,0,Summer,34.51585040961685,25.468624859841174,37.30712857148831,20.1963621053635,999.2271501893864,Clear,6.14648445889121,0,,1147.0,1682.0,5001.0,1634.2857142857142,3011.0666666666666
2018-04-18,Jaipur,1576,2018,4,18,2,0,Summer,28.90518403011233,27.98207099004721,38.15814829570996,14.389680261127136,1010.3421031958538,Clouds,4.384334259951391,0,,1577.0,1681.0,4658.0,1619.2857142857142,2908.3333333333335
2018-04-19,Jaipur,1290,2018,4,19,3,0,Summer,28.937352002520317,27.31206754819323,38.42447214529737,9.239312760259027,1005.455710436603,Clear,2.4477620817155845,0,,1576.0,1835.0,5020.0,1541.4285714285713,2784.0
2018-04-20,Jaipur,1639,2018,4,20,4,0,Summer,28.09159134879171,23.34952176749327,38.24469721070215,15.025756595679832,1017.0331169297228,Clouds,5.385374446739566,0,,1290.0,1383.0,5220.0,1578.0,2664.633333333333
2018-04-21,Jaipur,1422,2018,4,21,5,1,Summer,28.84185471729044,22.13772658748013,37.24957507035128,22.509904052483943,1019.1041618194376,Clear,2.271250725730717,0,,1639.0,2008.0,4661.0,1494.2857142857142,2556.6666666666665
2018-04-22,Jaipur,1821,2018,4,22,6,1,Summer,29.821543944281856,22.018878294224734,35.385367494625854,10.367740410719753,1018.315930149242,Clear,4.58808169600597,0,,1422.0,1809.0,4928.0,1496.0,2453.1
2018-04-23,Jaipur,1526,2018,4,23,0,0,Summer,23.237010890404346,27.88976017965294,40.467990930416974,11.426421026358389,1015.4458266429742,Clear,6.933483524988771,0,,1821.0,1147.0,5199.0,1550.142857142857,2330.6666666666665
2018-04-24,Jaipur,1621,2018,4,24,1,0,Summer,25.04454169687808,27.65899362751152,38.77278482343284,10.084444435654731,996.25572450954,Clear,4.345420974347606,0,,1526.0,1577.0,5119.0,1556.4285714285713,2214.0666666666666
2018-04-25,Jaipur,1123,2018,4,25,2,0,Summer,31.95810237636704,23.120952300841093,39.30905918947297,17.456740705698493,1000.5985287619538,Clear,6.214841516896758,0,,1621.0,1576.0,4174.0,1491.7142857142858,2112.366666666667
2018-04-26,Jaipur,1395,2018,4,26,3,0,Summer,32.080006421813785,23.09576721566032,38.57135978638262,12.144234498426762,1012.3385537907384,Clear,3.8131701242743214,0,,1123.0,1290.0,4733.0,1506.7142857142858,2001.1
2018-04-27,Jaipur,1624,2018,4,27,4,0,Summer,25.362576290853134,23.73346116412112,40.22479527643877,21.226444649971278,1007.6207288078624,Clear,3.567467000168952,0,,1395.0,1639.0,3835.0,1504.5714285714287,1927.4
2018-04-28,Jaipur,1853,2018,4,28,5,1,Summer,32.68375376305467,24.203477752529103,36.79173907179708,15.52952907842887,1014.818946095732,Clear,5.6822442626382905,0,,1624.0,1422.0,4327.0,1566.142857142857,1844.9333333333334
